id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0060486	arthrogryposis multiplex congenita, neurogenic, with myelin defect	75	4682	32	8770	1.459067371693056e-13	1.6214615701624933e-09
MONDO:0015531	non-Langerhans cell histiocytosis	129	4628	88	8714	1.4911722144603712e-13	1.6571396819298105e-09
MONDO:0016820	Moyamoya disease	110	4647	67	8735	1.502956391415029e-13	1.6702354377795217e-09
MONDO:0007420	autosomal dominant deafness-onychodystrophy syndrome	46	4711	9	8793	1.5372196409690726e-13	1.7083121870089303e-09
MONDO:0010333	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	76	4681	33	8769	1.5620591958455866e-13	1.7359163843432005e-09
MONDO:0021100	breast neoplasm	77	4680	34	8768	1.661436019608984e-13	1.846353848591464e-09
MONDO:0015868	rare breast tumor	77	4680	34	8768	1.661436019608984e-13	1.846353848591464e-09
MONDO:0010680	X-linked Emery-Dreifuss muscular dystrophy	134	4623	94	8708	1.703626665314106e-13	1.893240313163566e-09
MONDO:0016196	qualitative or quantitative defects of emerin	134	4623	94	8708	1.703626665314106e-13	1.893240313163566e-09
MONDO:0017820	disease with Cushing syndrome as a major feature	197	4560	171	8631	1.7090465355272623e-13	1.8992634149314465e-09
MONDO:0019174	infantile Refsum disease	156	4601	120	8682	1.745848823364731e-13	1.9401617974052256e-09
MONDO:0018598	neonatal adrenoleukodystrophy	156	4601	120	8682	1.745848823364731e-13	1.9401617974052256e-09
MONDO:0007232	autosomal dominant brachyolmia	57	4700	17	8785	1.7717889563654813e-13	1.9689890672089595e-09
MONDO:0009986	retinopathy, pigmentary, and mental retardation	57	4700	17	8785	1.7717889563654813e-13	1.9689890672089595e-09
MONDO:0010930	anophthalmia plus syndrome	62	4695	21	8781	1.800100285635132e-13	2.0004514474263223e-09
MONDO:0060533	microcephaly, short stature, and limb abnormalities	62	4695	21	8781	1.800100285635132e-13	2.0004514474263223e-09
MONDO:0014573	Cole-Carpenter syndrome 2	69	4688	27	8775	1.9254441878017e-13	2.139746125904029e-09
MONDO:0008752	Alexander disease	116	4641	74	8728	1.940955733859595e-13	2.156984107038168e-09
MONDO:0012980	endocrine-cerebro-osteodysplasia syndrome	81	4676	38	8764	2.006311033831942e-13	2.2296134518974373e-09
MONDO:0020074	progressive myoclonic epilepsy	195	4562	169	8633	2.075183246628206e-13	2.3061511419779254e-09
MONDO:0012186	Fanconi anemia complementation group i	100	4657	57	8745	2.084917588267602e-13	2.316968915841786e-09
MONDO:0008520	brachydactyly-elbow wrist dysplasia syndrome	63	4694	22	8780	2.1194310459775638e-13	2.3553237213948665e-09
MONDO:0013552	hereditary spastic paraplegia 52	70	4687	28	8774	2.1317807806295364e-13	2.369047981513604e-09
MONDO:0014805	16p13.2 microdeletion syndrome	70	4687	28	8774	2.1317807806295364e-13	2.369047981513604e-09
MONDO:0015611	neutral lipid storage disease	83	4674	40	8762	2.1384036021534238e-13	2.3764079230731e-09
MONDO:0010610	holoprosencephaly-hypokinesia-congenital contractures syndrome	83	4674	40	8762	2.1384036021534238e-13	2.3764079230731e-09
MONDO:0020344	postsynaptic congenital myasthenic syndrome	114	4643	72	8730	2.1458113048102963e-13	2.3846401030356823e-09
MONDO:0016107	myotonic dystrophy	123	4634	82	8720	2.1735328636972255e-13	2.415447071426727e-09
MONDO:0017425	preaxial polydactyly of fingers	50	4707	12	8790	2.1916926711161332e-13	2.4356280654113587e-09
MONDO:0019281	isolated genetic hair shaft abnormality	84	4673	41	8761	2.1929071733315273e-13	2.4369777417233264e-09
MONDO:0009943	Pyle disease	58	4699	18	8784	2.2131412678803799e-13	2.4594638909954662e-09
MONDO:0044305	ectodermal dysplasia 13, hair/tooth type	39	4718	5	8797	2.2303830930150622e-13	2.4786247312676386e-09
MONDO:0012254	multiple epiphyseal dysplasia, with miniepiphyses	44	4713	8	8794	2.276787336020897e-13	2.530193766520023e-09
MONDO:0030908	intellectual disability, X-linked, syndromic, 35	86	4671	43	8759	2.277907554222885e-13	2.531438665007892e-09
MONDO:0018542	severe congenital neutropenia	122	4635	81	8721	2.308107259341059e-13	2.564999597305719e-09
MONDO:0008954	peroxisome biogenesis disorder 2A (Zellweger)	122	4635	81	8721	2.308107259341059e-13	2.564999597305719e-09
MONDO:0021013	trichothiodystrophy 4, nonphotosensitive	87	4670	44	8758	2.308319079021287e-13	2.5652349925163566e-09
MONDO:0015705	autosomal recessive centronuclear myopathy	87	4670	44	8758	2.308319079021287e-13	2.5652349925163566e-09
MONDO:0011096	autosomal agammaglobulinemia	94	4663	51	8751	2.3109155124063224e-13	2.568120408937146e-09
MONDO:0009514	Laurence-Moon syndrome	93	4664	50	8752	2.3309938988977713e-13	2.590433519845093e-09
MONDO:0014349	pontocerebellar hypoplasia type 10	93	4664	50	8752	2.3309938988977713e-13	2.590433519845093e-09
MONDO:0011736	Cree mental retardation syndrome	71	4686	29	8773	2.3394966290244223e-13	2.5998826038348407e-09
MONDO:0009436	hypothalamic hamartomas	89	4668	46	8756	2.3453777530791723e-13	2.606418296996884e-09
MONDO:0006510	renal tubular transport disease	214	4543	194	8608	2.365805433288344e-13	2.6291195780133367e-09
MONDO:0008515	syndactyly type 4	54	4703	15	8787	2.4040174258981216e-13	2.6715845654005824e-09
MONDO:0008915	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	64	4693	23	8779	2.4616862609599176e-13	2.7356719418047566e-09
MONDO:0006500	hemangioma	72	4685	30	8772	2.546386291964582e-13	2.82979908626024e-09
MONDO:0008943	autosomal recessive spinocerebellar ataxia 2	72	4685	30	8772	2.546386291964582e-13	2.82979908626024e-09
MONDO:0011535	split hand-foot malformation 4	37	4720	4	8798	2.592221520328806e-13	2.8807357755414017e-09
MONDO:0010401	X-linked myopathy with postural muscle atrophy	134	4623	95	8707	2.699089419719459e-13	2.999498072134235e-09
MONDO:0017779	alpha-N-acetylgalactosaminidase deficiency	109	4648	67	8735	2.7008567332455046e-13	3.0014620876557293e-09
MONDO:0024543	brittle cornea syndrome 1	73	4684	31	8771	2.750294434525892e-13	3.056402205088624e-09
MONDO:0013717	asphyxiating thoracic dystrophy 5	73	4684	31	8771	2.750294434525892e-13	3.056402205088624e-09
MONDO:0012257	Cerebrorenodigital syndrome	73	4684	31	8771	2.750294434525892e-13	3.056402205088624e-09
MONDO:0000385	benign digestive system neoplasm	188	4569	161	8641	2.8747454281738535e-13	3.1947045943296032e-09
MONDO:0013522	dyskeratosis congenita, autosomal dominant 3	74	4683	32	8770	2.949158249688529e-13	3.277399562878862e-09
MONDO:0016790	tricarboxylic acid cycle disorder	117	4640	76	8726	3.076153634676743e-13	3.4185295342162644e-09
MONDO:0015365	autosomal dominant hereditary sensory and autonomic neuropathy	125	4632	85	8717	3.122250591271587e-13	3.4697570820801144e-09
MONDO:0016581	conotruncal heart malformations	75	4682	33	8769	3.1410437528322267e-13	3.4906419225224535e-09
MONDO:0015759	B-cell non-Hodgkin lymphoma	138	4619	100	8702	3.1542215511579494e-13	3.5052864098018294e-09
MONDO:0009345	histidinemia	66	4691	25	8777	3.201443652502898e-13	3.5577643310264703e-09
MONDO:0013757	congenital nongoitrous hypothryoidism 6	66	4691	25	8777	3.201443652502898e-13	3.5577643310264703e-09
MONDO:0019995	peripheral resistance to thyroid hormones	66	4691	25	8777	3.201443652502898e-13	3.5577643310264703e-09
MONDO:0009150	hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	60	4697	20	8782	3.2664629181966363e-13	3.630020240991922e-09
MONDO:0013352	intellectual disability-severe speech delay-mild dysmorphism syndrome	60	4697	20	8782	3.2664629181966363e-13	3.630020240991922e-09
MONDO:0010662	paraplegia-intellectual disability-hyperkeratosis syndrome	77	4680	35	8767	3.496960174196925e-13	3.886171841585043e-09
MONDO:0018605	disorders of pentose/polyol metabolism	166	4591	134	8668	3.5665586694316073e-13	3.9635166493393455e-09
MONDO:0013380	LEOPARD syndrome 3	67	4690	26	8776	3.5911616669852397e-13	3.990857960520697e-09
MONDO:0013672	chromosome 15q25 deletion syndrome	67	4690	26	8776	3.5911616669852397e-13	3.990857960520697e-09
MONDO:0018342	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	114	4643	73	8729	3.6129669872743584e-13	4.015090212957994e-09
MONDO:0016501	Hermansky-Pudlak syndrome with pulmonary fibrosis	78	4679	36	8766	3.6580025898843616e-13	4.065138278138491e-09
MONDO:0007682	granddad syndrome	45	4712	9	8793	3.6938137965790197e-13	4.104935272138264e-09
MONDO:0054680	epiphyseal dysplasia, multiple, 7	45	4712	9	8793	3.6938137965790197e-13	4.104935272138264e-09
MONDO:0014553	Tenorio syndrome	100	4657	58	8744	3.7336455524645235e-13	4.149200302453825e-09
MONDO:0009202	Thakker-Donnai syndrome	99	4658	57	8745	3.837375008483623e-13	4.26447484692785e-09
MONDO:0007397	craniometaphyseal dysplasia, autosomal dominant	61	4696	21	8781	3.8722587606822954e-13	4.303241160746235e-09
MONDO:0016830	Emery-Dreifuss muscular dystrophy	141	4616	104	8698	3.8863781382713566e-13	4.318932025060959e-09
MONDO:0009597	metaphyseal chondrodysplasia, Spahr type	56	4701	17	8785	3.927674082931484e-13	4.364824208361758e-09
MONDO:0012563	holoprosencephaly 9	98	4659	56	8746	3.9362334246523786e-13	4.3743362048161884e-09
MONDO:0013839	hereditary sensory and autonomic neuropathy type 6	68	4689	27	8775	3.988465650684388e-13	4.43238187760556e-09
MONDO:0016463	syndromic agammaglobulinemia	121	4636	81	8721	4.0140814825515453e-13	4.460848751559532e-09
MONDO:0001902	congenital agammaglobulinemia	121	4636	81	8721	4.0140814825515453e-13	4.460848751559532e-09
MONDO:0015517	common variable immunodeficiency	121	4636	81	8721	4.0140814825515453e-13	4.460848751559532e-09
MONDO:0009855	d-bifunctional protein deficiency	121	4636	81	8721	4.0140814825515453e-13	4.460848751559532e-09
MONDO:0007236	branchiootorenal syndrome 1	97	4660	55	8747	4.029377764788457e-13	4.477847510009412e-09
MONDO:0011481	craniosynostosis, Boston type	52	4705	14	8788	4.1236859361972313e-13	4.582652180895983e-09
MONDO:0014031	microcephalic primordial dwarfism, Alazami type	52	4705	14	8788	4.1236859361972313e-13	4.582652180895983e-09
MONDO:0000355	Ullrich congenital muscular dystrophy	95	4662	53	8749	4.195021731550372e-13	4.661927650271928e-09
MONDO:0013735	microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome	95	4662	53	8749	4.195021731550372e-13	4.661927650271928e-09
MONDO:0017397	constitutional dyserythropoietic anemia	140	4617	103	8699	4.2018468427171906e-13	4.669512396311614e-09
MONDO:0006693	cerebral arterial disease	111	4646	70	8732	4.2025892969767583e-13	4.6703374857302715e-09
MONDO:0006808	intracranial arterial disease	111	4646	70	8732	4.2025892969767583e-13	4.6703374857302715e-09
MONDO:0002100	cardiovascular cancer	150	4607	115	8687	4.3647034087140567e-13	4.850494898103931e-09
MONDO:0019003	multiple endocrine neoplasia type 2	92	4665	50	8752	4.3783757850994806e-13	4.865689009981053e-09
MONDO:0008082	multiple endocrine neoplasia type 2B	92	4665	50	8752	4.3783757850994806e-13	4.865689009981053e-09
MONDO:0009242	brittle cornea syndrome	85	4672	43	8759	4.383588035238842e-13	4.871481383560925e-09
MONDO:0008907	PMM2-CDG	127	4630	88	8714	4.4022794377322867e-13	4.89225313915189e-09
MONDO:0008941	hepatic fibrosis-renal cysts-intellectual disability syndrome	91	4666	49	8753	4.4185387223861004e-13	4.910322082187674e-09
MONDO:0011669	hypotonia-cystinuria syndrome	91	4666	49	8753	4.4185387223861004e-13	4.910322082187674e-09
MONDO:0018246	homozygous 2p21 microdeletion syndrome	91	4666	49	8753	4.4185387223861004e-13	4.910322082187674e-09
MONDO:0016538	hypotonia-cystinuria syndrome type 1	91	4666	49	8753	4.4185387223861004e-13	4.910322082187674e-09
MONDO:0020529	ACTH-independent Cushing syndrome	90	4667	48	8754	4.446783690012225e-13	4.941710714710585e-09
MONDO:0005492	urticaria (disease)	87	4670	45	8757	4.4522945450963613e-13	4.947834927965586e-09
MONDO:0011629	MOGS-CDG	88	4669	46	8756	4.4643656807073553e-13	4.961249580970084e-09
MONDO:0012427	Loeys-Dietz syndrome 2	119	4638	79	8723	4.5297424810740164e-13	5.033902819217554e-09
MONDO:0015077	adrenal/paraganglial tumor	226	4531	212	8590	4.639837610076682e-13	5.156251536078217e-09
MONDO:0009660	mucopolysaccharidosis type 4B	108	4649	67	8735	4.836498721059185e-13	5.374801028713072e-09
MONDO:0007363	congenital contractural arachnodactyly	117	4640	77	8725	5.094089500362076e-13	5.6610616617523745e-09
MONDO:0018768	familial cold autoinflammatory syndrome	71	4686	30	8772	5.182029585027505e-13	5.758789477841067e-09
MONDO:0060758	spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits	63	4694	23	8779	5.21634362297656e-13	5.79692266821385e-09
MONDO:0018914	hypotrichosis simplex	53	4704	15	8787	5.412573107970038e-13	6.014992494887103e-09
MONDO:0007509	ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant	43	4714	8	8794	5.533348903706397e-13	6.149210636688919e-09
MONDO:0008270	polydactyly of a triphalangeal thumb	43	4714	8	8794	5.533348903706397e-13	6.149210636688919e-09
MONDO:0014069	syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome	43	4714	8	8794	5.533348903706397e-13	6.149210636688919e-09
MONDO:0010964	epiphyseal dysplasia, multiple, 3	46	4711	10	8792	5.676015119083478e-13	6.30775560183747e-09
MONDO:0019231	inborn disorder of pentose phosphate metabolism	165	4592	134	8668	5.724166588691505e-13	6.361266330012869e-09
MONDO:0018993	Charcot-Marie-tooth disease type 2	177	4580	149	8653	5.730796417474533e-13	6.368634058739448e-09
MONDO:0007991	microcephaly-deafness-intellectual disability syndrome	58	4699	19	8783	5.905938291455936e-13	6.563269223294981e-09
MONDO:0008806	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome	73	4684	32	8770	5.936884936527844e-13	6.5976602299633924e-09
MONDO:0018149	GM1 gangliosidosis	122	4635	83	8719	6.126656207680086e-13	6.80855304359488e-09
MONDO:0017954	pyogenic autoinflammatory syndrome	122	4635	83	8719	6.126656207680086e-13	6.80855304359488e-09
MONDO:0015310	syndromic optic nerve hypoplasia	113	4644	73	8729	6.370676279307435e-13	7.079732549194352e-09
MONDO:0017004	partial monosomy of the short arm of chromosome X	101	4656	60	8742	6.395871867922841e-13	7.107732406822653e-09
MONDO:0007090	amastia, bilateral, with ureteral triplication and dysmorphism	75	4682	34	8768	6.624097922691475e-13	7.361360021487036e-09
MONDO:0014907	short-rib thoracic dysplasia 15 with polydactyly; SRTD15	75	4682	34	8768	6.624097922691475e-13	7.361360021487036e-09
MONDO:0020841	neurodevelopmental disorder with cerebellar atrophy and with or without seizures	75	4682	34	8768	6.624097922691475e-13	7.361360021487036e-09
MONDO:0011064	lethal chondrodysplasia, seller type	65	4692	25	8777	6.690097678419953e-13	7.434705550028093e-09
MONDO:0024558	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	65	4692	25	8777	6.690097678419953e-13	7.434705550028093e-09
MONDO:0014663	growth restriction, severe, with distinctive facies	65	4692	25	8777	6.690097678419953e-13	7.434705550028093e-09
MONDO:0011984	synpolydactyly type 2	36	4721	4	8798	6.709423087989456e-13	7.456181877682683e-09
MONDO:0020345	presynaptic congenital myasthenic syndrome	112	4645	72	8730	6.72007504418179e-13	7.468019396599223e-09
MONDO:0010361	intellectual disability, X-linked 30	54	4703	16	8786	6.928225029093617e-13	7.699336474831738e-09
MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	77	4680	36	8766	7.220030395062401e-13	8.023619778032847e-09
MONDO:0008016	trismus-pseudocamptodactyly syndrome	66	4691	26	8776	7.455280629944037e-13	8.285053364056809e-09
MONDO:0027451	autosomal recessive cutis laxa type 2d	79	4678	38	8764	7.707722791798756e-13	8.565592338525956e-09
MONDO:0016180	hematological disease associated with an acquired peripheral neuropathy	132	4625	95	8707	7.72523769736415e-13	8.585056653080779e-09
MONDO:0008874	Bangstad syndrome	80	4677	39	8763	7.907555848608588e-13	8.787666814558723e-09
MONDO:0009270	genito-palato-cardiac syndrome	93	4664	52	8750	7.933092659115756e-13	8.81604587207534e-09
MONDO:0014423	severe combined immunodeficiency due to DNA-PKcs deficiency	82	4675	41	8761	8.215935226584405e-13	9.130368817303248e-09
MONDO:0015011	optic atrophy 11; OPA11	67	4690	27	8775	8.227728194388649e-13	9.143474342424105e-09
MONDO:0009815	autosomal recessive osteopetrosis 1	83	4674	42	8760	8.32430043673218e-13	9.250795075340471e-09
MONDO:0010104	non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome	47	4710	11	8791	8.326773391683975e-13	9.253543270178402e-09
MONDO:0009181	epidermolysis bullosa simplex with muscular dystrophy	84	4673	43	8759	8.402550920233378e-13	9.337754837655353e-09
MONDO:0014688	short-rib thoracic dysplasia 14 with polydactyly	84	4673	43	8759	8.402550920233378e-13	9.337754837655353e-09
MONDO:0013357	chromosome 17q11.2 deletion syndrome, 1.4Mb	86	4671	45	8757	8.471732172078179e-13	9.41463596283048e-09
MONDO:0012991	Kahrizi syndrome	55	4702	17	8785	8.671091170858454e-13	9.636183618175e-09
MONDO:0013615	craniosynostosis and dental anomalies	55	4702	17	8785	8.671091170858454e-13	9.636183618175e-09
MONDO:0015448	mitochondrial complex III deficiency	151	4606	118	8684	9.053288683998072e-13	1.0060919714527058e-08
MONDO:0009771	oculotrichodysplasia	51	4706	14	8788	9.344974467986196e-13	1.038507012627306e-08
MONDO:0010851	Lowry-MacLean syndrome	51	4706	14	8788	9.344974467986196e-13	1.038507012627306e-08
MONDO:0002462	glomerulonephritis (disease)	135	4622	99	8703	9.583106194944807e-13	1.0649705914442163e-08
MONDO:0002181	exostosis	61	4696	22	8780	9.617789077492351e-13	1.0688249001817249e-08
MONDO:0000413	infancy electroclinical syndrome	129	4628	92	8710	9.63174524306721e-13	1.070375848862059e-08
MONDO:0005180	Parkinson disease	140	4617	105	8697	9.936524426628358e-13	1.1042459595312094e-08
MONDO:0010672	microphthalmia with linear skin defects syndrome	134	4623	98	8704	1.0350557654001936e-12	1.1502574720892351e-08
MONDO:0016239	cystinosis	128	4629	91	8711	1.0355777244828074e-12	1.1508375252177438e-08
MONDO:0009065	cystinosis, nephropathic	128	4629	91	8711	1.0355777244828074e-12	1.1508375252177438e-08
MONDO:0016410	central congenital hypothyroidism	70	4687	30	8772	1.0501999520812622e-12	1.1670872067479068e-08
MONDO:0011500	Becker nevus syndrome	70	4687	30	8772	1.0501999520812622e-12	1.1670872067479068e-08
MONDO:0000620	breast benign neoplasm	70	4687	30	8772	1.0501999520812622e-12	1.1670872067479068e-08
MONDO:0015869	rare benign breast tumor	70	4687	30	8772	1.0501999520812622e-12	1.1670872067479068e-08
MONDO:0014914	Dias-Logan syndrome; DILOS	56	4701	18	8784	1.0634872254651606e-12	1.181853353659433e-08
