id	label	gc annotated to disease	gc not annotated to disease	non-gc annotated to disease	non-gc not annotated to disease	p-value	p-value-correct
MONDO:0007800	chromosome 18p deletion syndrome	38	177	153	13191	3.2266221564177084e-31	3.5857452024269996e-27
MONDO:0016896	partial deletion of the short arm of chromosome 18	38	177	153	13191	3.2266221564177084e-31	3.5857452024269996e-27
MONDO:0016334	neuromuscular disease with dilated cardiomyopathy	49	166	327	13017	3.2369621119031307e-31	3.597235994957949e-27
MONDO:0014047	Cowden syndrome 5	36	179	128	13216	3.2764591928646253e-31	3.6411291010304584e-27
MONDO:0014048	Cowden syndrome 6	36	179	128	13216	3.2764591928646253e-31	3.6411291010304584e-27
MONDO:0016881	partial deletion of chromosome 19	44	171	241	13103	3.4600531717557303e-31	3.845157089772143e-27
MONDO:0020010	infectious disease of the nervous system	42	173	210	13134	3.5999352767343747e-31	4.0006080730349105e-27
MONDO:0014339	autosomal recessive spinocerebellar ataxia 16	38	177	154	13190	3.970990563274151e-31	4.4129618129665644e-27
MONDO:0016345	non-familial restrictive cardiomyopathy	34	181	106	13238	4.200910199013231e-31	4.6684715041634035e-27
MONDO:0017350	inborn disorder of tryptophan metabolism	34	181	106	13238	4.200910199013231e-31	4.6684715041634035e-27
MONDO:0012783	RFT1-CDG	34	181	106	13238	4.200910199013231e-31	4.6684715041634035e-27
MONDO:0015898	adrenogenital syndrome	47	168	293	13051	4.247986018507601e-31	4.720786862367497e-27
MONDO:0024635	small intestine disease	39	176	168	13176	4.4871958571466285e-31	4.9866207560470484e-27
MONDO:0020274	onycho-patellar syndrome with eye involvement	43	172	227	13117	4.671577996972231e-31	5.1915246280352405e-27
MONDO:0010176	Joubert syndrome with orofaciodigital defect	44	171	243	13101	4.708917623834929e-31	5.2330201553677565e-27
MONDO:0015735	severe congenital nemaline myopathy	37	178	142	13202	4.783523833247087e-31	5.315930035887488e-27
MONDO:0016575	primary ciliary dyskinesia	41	174	197	13147	5.019668541441527e-31	5.578357650103969e-27
MONDO:0020094	autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature	45	170	260	13084	5.113703193615051e-31	5.682858359064406e-27
MONDO:0006574	lipomatosis	46	169	277	13067	5.153661857073113e-31	5.72726442176535e-27
MONDO:0009958	adult Refsum disease	36	179	130	13214	5.213311153030719e-31	5.7935526843630384e-27
MONDO:0003274	thoracic cancer	38	177	156	13188	5.991574937484751e-31	6.658437228026803e-27
MONDO:0002176	connective tissue cancer	42	173	214	13130	7.038140443198586e-31	7.821485474526588e-27
MONDO:0017708	mevalonate kinase deficiency	41	174	199	13145	7.122626320639564e-31	7.915374630126748e-27
MONDO:0017664	rare genetic myoclonus	38	177	157	13187	7.345901776884972e-31	8.16350064465227e-27
MONDO:0017650	rare myoclonus	38	177	157	13187	7.345901776884972e-31	8.16350064465227e-27
MONDO:0006693	cerebral arterial disease	37	178	144	13200	7.373848090082625e-31	8.194557382508821e-27
MONDO:0006808	intracranial arterial disease	37	178	144	13200	7.373848090082625e-31	8.194557382508821e-27
MONDO:0009564	Marden-Walker syndrome	44	171	246	13098	7.441041181201975e-31	8.269229064669755e-27
MONDO:0014757	macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome	40	175	185	13159	7.897392881906568e-31	8.77637270966277e-27
MONDO:0027767	partial lipodystrophy	42	173	215	13129	8.30638046944134e-31	9.230880615690161e-27
MONDO:0015981	inherited gynecological tumor	41	174	200	13144	8.473518568175613e-31	9.416621184813558e-27
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	41	174	200	13144	8.473518568175613e-31	9.416621184813558e-27
MONDO:0013824	Joubert syndrome 17	44	171	247	13097	8.656336176965753e-31	9.619786393462041e-27
MONDO:0008967	congenital bile acid synthesis defect 4	33	182	98	13246	8.972021082786003e-31	9.970607029300085e-27
MONDO:0018080	rare germ cell tumor	38	177	158	13186	8.995243132974414e-31	9.996413693674467e-27
MONDO:0005040	germ cell tumor	38	177	158	13186	8.995243132974414e-31	9.996413693674467e-27
MONDO:0020108	autoimmune hemolytic anemia	31	184	78	13266	9.428628584287547e-31	1.047803494571875e-26
MONDO:0018776	demyelinating hereditary motor and sensory neuropathy	53	162	415	12929	1.0235810322633527e-30	1.1375056011542639e-26
MONDO:0008056	myotonic dystrophy type 1	35	180	121	13223	1.043655380297555e-30	1.1598142241246728e-26
MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)	38	177	159	13185	1.1001463332746914e-30	1.2225926201681646e-26
MONDO:0009925	inherited pseudoxanthoma elasticum	38	177	159	13185	1.1001463332746914e-30	1.2225926201681646e-26
MONDO:0009700	Carey-Fineman-Ziter syndrome	39	176	173	13171	1.1750968080428028e-30	1.3058850827779666e-26
MONDO:0010027	free sialic acid storage disease, infantile form	33	182	99	13245	1.1805542733309826e-30	1.311949963952721e-26
MONDO:0017847	autosomal recessive spastic ataxia	45	170	266	13078	1.221124071845315e-30	1.3570351810416985e-26
MONDO:0015147	other syndrome with lissencephaly as a major feature	49	166	338	13006	1.2787872079063166e-30	1.4211162241462897e-26
MONDO:0015454	multiple carboxylase deficiency	36	179	134	13210	1.2941032995748803e-30	1.4381369968175644e-26
MONDO:0000461	nutritional biotin deficiency	36	179	134	13210	1.2941032995748803e-30	1.4381369968175644e-26
MONDO:0001029	Klippel-Feil syndrome	37	178	147	13197	1.3964782236770845e-30	1.551906249972344e-26
MONDO:0020345	presynaptic congenital myasthenic syndrome	37	178	147	13197	1.3964782236770845e-30	1.551906249972344e-26
MONDO:0002520	acute hepatic porphyria	39	176	174	13170	1.420019991574331e-30	1.578068216636554e-26
MONDO:0019987	congenital and infantile nephrotic syndrome	33	182	100	13244	1.5495093072976489e-30	1.7219696931998772e-26
MONDO:0007056	acroosteolysis	48	167	321	13023	1.5721391185849317e-30	1.7471182024834346e-26
MONDO:0007057	acroosteolysis dominant type	48	167	321	13023	1.5721391185849317e-30	1.7471182024834346e-26
MONDO:0009131	Riley-Day syndrome	36	179	135	13209	1.61790977646509e-30	1.7979831345856545e-26
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	36	179	135	13209	1.61790977646509e-30	1.7979831345856545e-26
MONDO:0010457	Ogden syndrome	40	175	190	13154	1.9429142852385005e-30	2.1591606451855455e-26
MONDO:0007617	Coffin-Siris syndrome 1	48	167	323	13021	2.0239196088465274e-30	2.2491818613111458e-26
MONDO:0019572	autosomal recessive cutis laxa type 1	35	180	124	13220	2.126798941212388e-30	2.3635116633693266e-26
MONDO:0018379	primary avascular necrosis	42	173	221	13123	2.209636672697852e-30	2.455569234369123e-26
MONDO:0016909	partial monosomy of the long arm of chromosome 10	42	173	221	13123	2.209636672697852e-30	2.455569234369123e-26
MONDO:0016256	Hennekam syndrome	43	172	237	13107	2.245727523364202e-30	2.4956769967146377e-26
MONDO:0000129	glutaric aciduria (disease)	40	175	191	13153	2.31976621663121e-30	2.5779561965422638e-26
MONDO:0015452	Coffin-Siris syndrome	51	164	382	12962	2.3544284742668082e-30	2.616476363452704e-26
MONDO:0009953	leukocyte adhesion deficiency type II	32	183	91	13253	2.3871493610157517e-30	2.652839084896805e-26
MONDO:0012853	progeroid syndrome, Petty type	47	168	306	13038	2.395693804827875e-30	2.6623345253052176e-26
MONDO:0008952	cerebrofaciothoracic dysplasia	44	171	254	13090	2.4542521435018053e-30	2.7274104070735563e-26
MONDO:0015572	cerebral malformation due to abnormal neuronal migration	44	171	254	13090	2.4542521435018053e-30	2.7274104070735563e-26
MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	45	170	271	13073	2.4847327984274182e-30	2.76128355889239e-26
MONDO:0009738	sialidosis type 2	36	179	137	13207	2.5171803883421562e-30	2.797342565564638e-26
MONDO:0017734	sialidosis	36	179	137	13207	2.5171803883421562e-30	2.797342565564638e-26
MONDO:0012290	CEDNIK syndrome	34	181	113	13231	2.525192494081447e-30	2.806246418672712e-26
MONDO:0009337	Hennekam lymphangiectasia-lymphedema syndrome 1	42	173	222	13122	2.594349633848212e-30	2.883100748095518e-26
MONDO:0016808	mitochondrial DNA depletion syndrome, hepatocerebral form	43	172	238	13106	2.6179755052246673e-30	2.9093561789561727e-26
MONDO:0007527	Ehlers-Danlos syndrome, periodontitis type	33	182	102	13242	2.649862611330893e-30	2.9447923199720215e-26
MONDO:0010731	Simpson-Golabi-Behmel syndrome	49	166	344	13000	2.6538563715324697e-30	2.9492305856840333e-26
MONDO:0017085	malformation of the neurenteric canal, spinal cord and column	46	169	289	13055	2.6941853752941026e-30	2.994048207564336e-26
MONDO:0006816	arthropathy	41	174	207	13137	2.791938972622358e-30	3.1026817802752265e-26
MONDO:0021313	eyelid cancer	45	170	272	13072	2.8595254522666023e-30	3.177790635103875e-26
MONDO:0020175	malignant tumor of palpebral epidermis	45	170	272	13072	2.8595254522666023e-30	3.177790635103875e-26
MONDO:0016295	neuronal ceroid lipofuscinosis	39	176	178	13166	2.9969149982435773e-30	3.330471637548087e-26
MONDO:0001982	Niemann-Pick disease	36	179	138	13206	3.132610895301474e-30	3.481270487948528e-26
MONDO:0010012	autoimmune polyendocrinopathy type 2	32	183	92	13252	3.175025941923583e-30	3.528406329259678e-26
MONDO:0044765	steroid-resistant nephrotic syndrome	32	183	92	13252	3.175025941923583e-30	3.528406329259678e-26
MONDO:0013867	brown-Vialetto-van Laere syndrome 2	31	184	82	13262	3.290752355150191e-30	3.6570130922784075e-26
MONDO:0012756	proximal 16p11.2 microdeletion syndrome	33	182	103	13241	3.4528729407327066e-30	3.8371776990362566e-26
MONDO:0019697	mesomelic and rhizo-mesomelic dysplasia	66	149	735	12609	3.5493008793597124e-30	3.944338067232448e-26
MONDO:0018424	inherited lipoic acid biosynthesis defect	42	173	224	13120	3.5687441078803285e-30	3.965945327087409e-26
MONDO:0024526	Zimmermann-Laband syndrome 1	37	178	152	13192	3.94042439271145e-30	4.378993627620234e-26
MONDO:0017313	disorder of folate metabolism and transport	37	178	152	13192	3.94042439271145e-30	4.378993627620234e-26
MONDO:0014558	autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	37	178	152	13192	3.94042439271145e-30	4.378993627620234e-26
MONDO:0016501	Hermansky-Pudlak syndrome with pulmonary fibrosis	31	184	83	13261	4.4599885114326484e-30	4.956385232755102e-26
MONDO:0019687	type 11 collagen-related bone disorder	51	164	388	12956	4.608906922607628e-30	5.121878263093857e-26
MONDO:0010208	wrinkly skin syndrome	43	172	242	13102	4.8043622031368456e-30	5.339087716345977e-26
MONDO:0018479	congenital adrenal hyperplasia	45	170	276	13068	4.9900373009114846e-30	5.545428452502932e-26
MONDO:0016107	myotonic dystrophy	38	177	167	13177	5.279102405798036e-30	5.866666503563357e-26
MONDO:0012020	chromosome 22q11.2 microduplication syndrome	35	180	128	13216	5.3614039442341504e-30	5.958128203227412e-26
MONDO:0016972	partial duplication of the long arm of chromosome 22	35	180	128	13216	5.3614039442341504e-30	5.958128203227412e-26
MONDO:0007191	Behcet disease	41	174	211	13133	5.421765279961308e-30	6.025207755621002e-26
MONDO:0019065	amyloidosis (disease)	38	177	168	13176	6.389740987046542e-30	7.100919158904823e-26
MONDO:0021179	proteostasis deficiencies	38	177	168	13176	6.389740987046542e-30	7.100919158904823e-26
MONDO:0008260	Kindler syndrome	38	177	168	13176	6.389740987046542e-30	7.100919158904823e-26
MONDO:0020210	syndromic hyperopia	44	171	261	13083	6.763273659917851e-30	7.516026018266708e-26
MONDO:0004891	hyperopia	44	171	261	13083	6.763273659917851e-30	7.516026018266708e-26
MONDO:0009263	gapo syndrome	43	172	245	13099	7.525664838146296e-30	8.363271334631979e-26
MONDO:0010310	osteopathia striata with cranial sclerosis	46	169	297	13047	7.810284380917187e-30	8.679569032513271e-26
MONDO:0008006	Mobius syndrome	42	173	229	13115	7.824092545778906e-30	8.694914046124099e-26
MONDO:0018233	otopalatodigital syndrome spectrum disorder	61	154	618	12726	8.013760020762331e-30	8.905691511073178e-26
MONDO:0008633	Muckle-Wells syndrome	35	180	130	13214	8.426943593248508e-30	9.364862415177067e-26
MONDO:0012927	chromosome 1q41-q42 deletion syndrome	34	181	118	13226	8.548901843829877e-30	9.500394619048142e-26
MONDO:0015499	paralytic facial malformation	43	172	246	13098	8.729388954482753e-30	9.700969945116683e-26
MONDO:0016790	tricarboxylic acid cycle disorder	37	178	156	13188	8.828599109081884e-30	9.811222189922698e-26
MONDO:0016893	partial deletion of the short arm of chromosome 11	39	176	184	13160	8.917230279077117e-30	9.9097180091384e-26
MONDO:0009661	mucopolysaccharidosis type 6	38	177	170	13174	9.330624092145738e-30	1.036912255360156e-25
MONDO:0010651	Menkes disease	38	177	170	13174	9.330624092145738e-30	1.036912255360156e-25
MONDO:0011432	blepharophimosis-intellectual disability syndrome, Verloes type	38	177	170	13174	9.330624092145738e-30	1.036912255360156e-25
MONDO:0018570	hypophosphatasia	37	178	157	13187	1.0768021655344037e-29	1.1966502465583828e-25
MONDO:0010714	Pelizaeus-Merzbacher disease	34	181	119	13225	1.0847525479293489e-29	1.2054855065138855e-25
MONDO:0002129	bone cancer	40	175	200	13144	1.099371054322546e-29	1.2217310526686452e-25
MONDO:0003832	complement deficiency	38	177	171	13173	1.125706113657372e-29	1.2509972041074374e-25
MONDO:0015318	Pierre Robin syndrome associated with collagen disease	42	173	232	13112	1.2429352984053159e-29	1.3812739971178274e-25
MONDO:0015179	intestinal disease due to vitamin absorption anomaly	33	182	108	13236	1.2533684937114944e-29	1.3928684070615837e-25
MONDO:0013540	deafness-lymphedema-leukemia syndrome	33	182	108	13236	1.2533684937114944e-29	1.3928684070615837e-25
MONDO:0010523	X-linked reticulate pigmentary disorder	32	183	97	13247	1.2688721975249215e-29	1.4100976731094452e-25
MONDO:0020190	eyebrow/eyelashes distichiasis	39	176	186	13158	1.272765788635196e-29	1.4144246209102933e-25
MONDO:0010908	loose anagen syndrome	40	175	201	13143	1.301288640128491e-29	1.446122065774792e-25
MONDO:0009794	orofaciodigital syndrome IV	43	172	249	13095	1.3574886966282605e-29	1.5085771885629859e-25
MONDO:0020209	rare hyperopia and astigmatism	44	171	266	13078	1.372113216494163e-29	1.5248294174899633e-25
MONDO:0009458	Schimke immuno-osseous dysplasia	37	178	159	13185	1.596082798149422e-29	1.7737268135834527e-25
MONDO:0016364	Joubert syndrome with ocular defect	37	178	159	13185	1.596082798149422e-29	1.7737268135834527e-25
MONDO:0016803	unspecified inborn mitochondrial disorder	38	177	173	13171	1.6333507775822224e-29	1.8151427191271237e-25
MONDO:0018598	neonatal adrenoleukodystrophy	42	173	234	13110	1.6866443685562895e-29	1.8743678867766044e-25
MONDO:0019174	infantile Refsum disease	42	173	234	13110	1.6866443685562895e-29	1.8743678867766044e-25
MONDO:0015877	malformative syndrome with dentinogenesis imperfecta	46	169	303	13041	1.702487202047965e-29	1.8919740276359034e-25
MONDO:0006209	fibroblastic neoplasm	34	181	121	13223	1.7368695267404477e-29	1.9301831050666596e-25
MONDO:0008779	arthrogryposis	49	166	360	12984	1.746667296468969e-29	1.9410713665659653e-25
MONDO:0010200	Wilson disease	38	177	174	13170	1.9643965343367453e-29	2.183033868608425e-25
MONDO:0008365	recombinant 8 syndrome	41	174	219	13125	1.9713645267122602e-29	2.190777398535335e-25
MONDO:0007405	Crouzon syndrome	35	180	134	13210	2.0421066179014463e-29	2.269393084473877e-25
MONDO:0020341	periventricular nodular heterotopia	33	182	110	13234	2.0672385922897235e-29	2.2973222476115696e-25
MONDO:0016292	nodular neuronal heterotopia	33	182	110	13234	2.0672385922897235e-29	2.2973222476115696e-25
MONDO:0013281	COG4-CDG	33	182	110	13234	2.0672385922897235e-29	2.2973222476115696e-25
MONDO:0015736	intermediate nemaline myopathy	36	179	147	13197	2.1021886511082302e-29	2.336162247976576e-25
MONDO:0010448	moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	32	183	99	13245	2.168874785546811e-29	2.410270549178171e-25
MONDO:0013357	chromosome 17q11.2 deletion syndrome, 1.4Mb	32	183	99	13245	2.168874785546811e-29	2.410270549178171e-25
MONDO:0002010	FG syndrome	42	173	236	13108	2.2828205142018384e-29	2.536898437432503e-25
MONDO:0015738	childhood-onset nemaline myopathy	37	178	161	13183	2.3546294831328238e-29	2.6166997446055073e-25
MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome	37	178	161	13183	2.3546294831328238e-29	2.6166997446055073e-25
MONDO:0007523	type III Ehlers-Danlos syndrome	38	177	175	13169	2.3601164904928404e-29	2.6227974558846936e-25
MONDO:0019593	46,XX disorder of sex development induced by fetal androgens excess	44	171	270	13074	2.393331460305647e-29	2.6597092518376655e-25
MONDO:0015942	frontometaphyseal dysplasia	46	169	306	13038	2.4987848840020083e-29	2.776899641591432e-25
MONDO:0018796	isolated constitutional thrombocytopenia	39	176	190	13154	2.5643614485435015e-29	2.8497748777663933e-25
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	39	176	190	13154	2.5643614485435015e-29	2.8497748777663933e-25
MONDO:0010613	inborn glycerol kinase deficiency	36	179	148	13196	2.5795634473070804e-29	2.8666688589923586e-25
MONDO:0037807	glycerol metabolism disease	36	179	148	13196	2.5795634473070804e-29	2.8666688589923586e-25
MONDO:0019227	inborn disorder of glycerol metabolism	36	179	148	13196	2.5795634473070804e-29	2.8666688589923586e-25
MONDO:0009266	Gaucher disease type II	31	184	89	13255	2.587978457505055e-29	2.8760204598253675e-25
MONDO:0010306	X-linked intellectual disability, Cabezas type	42	173	237	13107	2.6532541449183716e-29	2.9485613312477863e-25
MONDO:0009053	ALDH18A1-related de Barsy syndrome	34	181	123	13221	2.761059889419083e-29	3.068365855111427e-25
